group,variable,value,Gene Annotation
rs2301888,IPSC.DF4.7,18,intronic
rs2301888,IPSC.DF6.9,18,intronic
rs2301888,IPSC.GM23338,18,intronic
rs2301888,IPSC.L1S8,18,intronic
rs2301888,IPSC.L1S8R,18,intronic
rs2301888,IPSC.NIHI11,18,intronic
rs2301888,IPSC.NIHI7,18,intronic
rs2301888,KDNY.EMB.KDNY.CELL,18,intronic
rs2301888,KDNY.EMB.KDNY.CELL,18,intronic
rs2301888,KDNY.EMB.KIDNEY,18,intronic
rs2301888,KDNY.EMB.KIDNEY,18,intronic
rs2301888,KDNY.EMB.KIDNEY,18,intronic
rs2301888,KDNY.EMB.KIDNEY,18,intronic
rs2301888,KDNY.EMB.KIDNEY,18,intronic
rs2301888,KDNY.EMB.KIDNEY,18,intronic
rs2301888,KDNY.EMB.KIDNEY,17,intronic
rs2301888,KDNY.EMB.KIDNEY,18,intronic
rs2301888,KDNY.EMB.KIDNEY,17,intronic
rs2301888,KDNY.EMB.KIDNEY,17,intronic
rs2301888,KDNY.EMB.KIDNEY,18,intronic
rs2301888,KDNY.EMB.KIDNEY,17,intronic
rs2301888,KDNY.EMB.KIDNEY,17,intronic
rs2301888,KDNY.EMB.KIDNEY,18,intronic
rs2301888,KDNY.EMB.KIDNEY,17,intronic
rs2301888,KDNY.EMB.KIDNEY,18,intronic
rs2301888,KDNY.EMB.KIDNEY,18,intronic
rs2301888,KDNY.EMB.KIDNEY,17,intronic
rs2301888,KDNY.EMB.KIDNEY,18,intronic
rs2301888,KDNY.EMB.KIDNEY,17,intronic
rs2301888,KDNY.EMB.KIDNEY,18,intronic
rs2301888,KDNY.EMB.KIDNEY,18,intronic
rs2301888,KDNY.EMB.KIDNEY,18,intronic
rs2301888,KDNY.EMB.KIDNEY,17,intronic
rs2301888,KDNY.EMB.KIDNEY,17,intronic
rs2301888,KDNY.EMB.KIDNEY,17,intronic
rs2301888,KDNY.EMB.KIDNEY,17,intronic
rs2301888,KDNY.EMB.KIDNEY,17,intronic
rs2301888,KDNY.EMB.KIDNEY,17,intronic
rs2301888,KDNY.EMB.KIDNEY,18,intronic
rs2301888,KDNY.EMB.KIDNEY,18,intronic
rs2301888,KDNY.EMB.RENAL.CTX.ITSM,18,intronic
rs2301888,KDNY.EMB.RENAL.CTX.ITSM,17,intronic
rs2301888,KDNY.EMB.RENAL.CTX.ITSM,18,intronic
rs2301888,KDNY.EMB.RENAL.CTX.ITSM,18,intronic
rs2301888,KDNY.EMB.RENAL.CTX.ITSM,18,intronic
rs2301888,KDNY.EMB.RENAL.CTX.ITSM,18,intronic
rs2301888,KDNY.EMB.RENAL.CTX.ITSM,17,intronic
rs2301888,KDNY.EMB.RENAL.CTX.ITSM,18,intronic
rs2301888,KDNY.EMB.RENAL.CTX.ITSM,18,intronic
rs2301888,KDNY.EMB.RENAL.CTX.ITSM,17,intronic
rs2301888,KDNY.EMB.RENAL.CTX.ITSM,17,intronic
rs2301888,KDNY.EMB.RENAL.CTX.ITSM,17,intronic
rs2301888,KDNY.EMB.RENAL.CTX.ITSM,17,intronic
rs2301888,KDNY.EMB.RENAL.PELVIS,17,intronic
rs2301888,KDNY.EMB.RENAL.PELVIS,17,intronic
rs2301888,KDNY.EMB.RENAL.PELVIS,18,intronic
rs2301888,KDNY.EMB.RENAL.PELVIS,17,intronic
rs2301888,KDNY.EMB.RENAL.PELVIS,18,intronic
rs2301888,KDNY.EMB.RENAL.PELVIS,18,intronic
rs2301888,KDNY.EMB.RENAL.PELVIS,18,intronic
rs2301888,KDNY.EMB.RENAL.PELVIS,18,intronic
rs2301888,KDNY.EMB.RENAL.PELVIS,17,intronic
rs2301888,KDNY.EMB.RENAL.PELVIS,18,intronic
rs2301888,KDNY.EMB.RENAL.PELVIS,18,intronic
rs2301888,KDNY.EMB.RENAL.PELVIS,17,intronic
rs2301888,KDNY.EMB.RENAL.PELVIS,18,intronic
rs2301888,KDNY.KIDNEY,17,intronic
rs2301888,KDNY.KIDNEY,17,intronic
rs2301888,LCL.LCL.GM06990,17,intronic
rs2301888,LCL.LCL.GM08714,18,intronic
rs2301888,LCL.LCL.GM10248,6,intronic
rs2301888,LCL.LCL.GM10266,6,intronic
rs2301888,LCL.LCL.GM12864,17,intronic
rs2301888,LCL.LCL.GM12865,18,intronic
rs2301888,LCL.LCL.GM12875,18,intronic
rs2301888,LCL.LCL.GM12878,17,intronic
rs2301888,LCL.LCL.GM12891,5,intronic
rs2301888,LCL.LCL.GM12892,5,intronic
rs2301888,LCL.LCL.GM18507,18,intronic
rs2301888,LCL.LCL.GM19238,5,intronic
rs2301888,LCL.LCL.GM19239,6,intronic
rs2301888,LCL.LCL.GM19240,18,intronic
rs2301888,LNG.EMB.LUNG,18,intronic
rs2301888,LNG.EMB.LUNG,18,intronic
rs2301888,LNG.EMB.LUNG,18,intronic
rs2301888,LNG.EMB.LUNG,17,intronic
rs2301888,LNG.EMB.LUNG,17,intronic
rs2301888,LNG.EMB.LUNG,17,intronic
rs2301888,LNG.EMB.LUNG,18,intronic
rs2301888,LNG.EMB.LUNG,18,intronic
rs2301888,LNG.EMB.LUNG,18,intronic
rs2301888,LNG.EMB.LUNG,18,intronic
rs2301888,LNG.EMB.LUNG,18,intronic
rs2301888,LNG.EMB.LUNG,18,intronic
rs2301888,LNG.EMB.LUNG,18,intronic
rs2301888,LNG.EMB.LUNG,18,intronic
rs2301888,LNG.EMB.LUNG,17,intronic
rs2301888,LNG.EMB.LUNG,17,intronic
rs2301888,LNG.EMB.LUNG,18,intronic
rs2301888,LNG.EMB.LUNG,18,intronic
rs2301888,LNG.EMB.LUNG,18,intronic
rs2301888,LNG.EMB.LUNG,18,intronic
rs2301888,LNG.EMB.LUNG,17,intronic
rs2301888,LNG.EMB.LUNG,17,intronic
rs2301888,LNG.EMB.LUNG,17,intronic
rs2301888,LNG.EMB.LUNG,18,intronic
rs2301888,LNG.EMB.LUNG,17,intronic
rs2301888,LNG.EMB.LUNG,17,intronic
rs2301888,LNG.EMB.LUNG,17,intronic
rs2301888,LNG.EMB.LUNG,18,intronic
rs2301888,LNG.EMB.LUNG,17,intronic
rs2301888,LNG.EMB.LUNG,18,intronic
rs2301888,LNG.EMB.LUNG,18,intronic
rs2301888,LNG.EMB.LUNG,17,intronic
rs2301888,LNG.EMB.LUNG,18,intronic
rs2301888,LNG.EMB.LUNG,18,intronic
rs2301888,LNG.EMB.LUNG,18,intronic
rs2301888,LNG.EMB.LUNG,18,intronic
rs2301888,LNG.EMB.LUNG,18,intronic
rs2301888,LNG.EMB.LUNG,17,intronic
rs2301888,LNG.LUNG,12,intronic
rs2301888,LNG.LUNG,18,intronic
rs2301888,LVR.EMB.LIVER,17,intronic
rs2301888,LVR.EMB.LIVER,18,intronic
rs2301888,LVR.HEPATIC.STELLATE,17,intronic
rs2301888,LVR.HEPATOCYTE,5,intronic
rs2301888,LVR.LIVER,18,intronic
rs2301888,LVR.LIVER,17,intronic
rs2301888,LVR.LIVER,18,intronic
rs2301888,LVR.LIVER,18,intronic
rs2301888,LVR.LIVER,17,intronic
rs2301888,LVR.LIVER,18,intronic
rs2301888,MSC.ADIPOCYTE,16,intronic
rs2301888,MSC.AMN.FLD,17,intronic
rs2301888,MSC.EMB.FCL.PROM,18,intronic
rs2301888,MSC.MESENC.STEM,16,intronic
rs2301888,MUSC.CARDIAC.MYOCYTE,17,intronic
rs2301888,MUSC.EMB.ARM.MUSCLE,18,intronic
rs2301888,MUSC.EMB.ARM.MUSCLE,18,intronic
rs2301888,MUSC.EMB.ARM.MUSCLE,18,intronic
rs2301888,MUSC.EMB.ARM.MUSCLE,17,intronic
rs2301888,MUSC.EMB.ARM.MUSCLE,18,intronic
rs2301888,MUSC.EMB.ARM.MUSCLE,17,intronic
rs2301888,MUSC.EMB.ARM.MUSCLE,18,intronic
rs2301888,MUSC.EMB.ARM.MUSCLE,17,intronic
rs2301888,MUSC.EMB.ARM.MUSCLE,17,intronic
rs2301888,MUSC.EMB.ARM.MUSCLE,18,intronic
rs2301888,MUSC.EMB.ARM.MUSCLE,17,intronic
rs2301888,MUSC.EMB.ARM.MUSCLE,17,intronic
rs2301888,MUSC.EMB.ARM.MUSCLE,18,intronic
rs2301888,MUSC.EMB.ARM.MUSCLE,18,intronic
rs2301888,MUSC.EMB.ARM.MUSCLE,17,intronic
rs2301888,MUSC.EMB.ARM.MUSCLE,17,intronic
rs2301888,MUSC.EMB.BACK.MUSCLE,17,intronic
rs2301888,MUSC.EMB.BACK.MUSCLE,18,intronic
rs2301888,MUSC.EMB.BACK.MUSCLE,18,intronic
rs2301888,MUSC.EMB.BACK.MUSCLE,17,intronic
rs2301888,MUSC.EMB.BACK.MUSCLE,18,intronic
rs2301888,MUSC.EMB.BACK.MUSCLE,17,intronic
rs2301888,MUSC.EMB.BACK.MUSCLE,17,intronic
rs2301888,MUSC.EMB.BACK.MUSCLE,18,intronic
rs2301888,MUSC.EMB.BACK.MUSCLE,17,intronic
rs2301888,MUSC.EMB.BACK.MUSCLE,17,intronic
rs2301888,MUSC.EMB.BACK.MUSCLE,17,intronic
rs2301888,MUSC.EMB.BACK.MUSCLE,17,intronic
rs2301888,MUSC.EMB.BACK.MUSCLE,17,intronic
rs2301888,MUSC.EMB.LEG.MUSCLE,18,intronic
rs2301888,MUSC.EMB.LEG.MUSCLE,18,intronic
rs2301888,MUSC.EMB.LEG.MUSCLE,17,intronic
rs2301888,MUSC.EMB.LEG.MUSCLE,17,intronic
rs2301888,MUSC.EMB.LEG.MUSCLE,17,intronic
rs2301888,MUSC.EMB.LEG.MUSCLE,17,intronic
rs2301888,MUSC.EMB.LEG.MUSCLE,17,intronic
rs2301888,MUSC.EMB.LEG.MUSCLE,18,intronic
rs2301888,MUSC.EMB.LEG.MUSCLE,18,intronic
rs2301888,MUSC.EMB.LEG.MUSCLE,17,intronic
rs2301888,MUSC.EMB.LEG.MUSCLE,17,intronic
rs2301888,MUSC.EMB.LEG.MUSCLE,17,intronic
rs2301888,MUSC.EMB.LEG.MUSCLE,18,intronic
rs2301888,MUSC.EMB.TRUNK.MUSCLE,17,intronic
rs2301888,MUSC.EMB.TRUNK.MUSCLE,17,intronic
rs2301888,MUSC.EMB.TRUNK.MUSCLE,18,intronic
rs2301888,MUSC.EMB.TRUNK.MUSCLE,18,intronic
rs2301888,MUSC.GASTR.MED,18,intronic
rs2301888,MUSC.GASTR.MED,17,intronic
rs2301888,MUSC.GASTR.MED,17,intronic
rs2301888,MUSC.GASTR.MED,17,intronic
rs2301888,MUSC.PSOAS.MUSCLE,17,intronic
rs2301888,MUSC.PSOAS.MUSCLE,6,intronic
rs2301888,MUSC.PSOAS.MUSCLE,17,intronic
rs2301888,MUSC.PSOAS.MUSCLE,18,intronic
rs2301888,MUSC.SKELETAL.MUSCLE,16,intronic
rs2301888,MUSC.SKELETAL.MUSCLE,16,intronic
rs2301888,MUSC.SKELETAL.MUSCLE,16,intronic
rs2301888,MUSC.SKELETAL.MUSCLE.CELL,17,intronic
rs2301888,MYO.MYOCYTE,17,intronic
rs2301888,MYO.MYOTUBE,17,intronic
rs2301888,MYO.SKLT.MYOBLAST,17,intronic
rs2301888,MYO.SKLT.MYOBLAST,17,intronic
rs2301888,MYO.SKLT.MYOBLAST,18,intronic
rs2301888,MYO.SKLT.SATELLITE,17,intronic
rs2301888,NSPH.NEUROSPHERE,18,intronic
rs2301888,NSPH.NEUROSPHERE,17,intronic
rs2301888,NSPH.NEUROSPHERE,16,intronic
rs2301888,NSPH.OLF.NEUROSPHERE,18,intronic
rs2301888,OTHR.BREAST.EPITH,18,intronic
rs2301888,OTHR.BREAST.EPITH,18,intronic
rs2301888,OTHR.EMB.LIMB,18,intronic
rs2301888,OTHR.EMB.LIMB,6,intronic
rs2301888,OTHR.EPID.MELANOCYTE,18,intronic
rs2301888,OTHR.FRSKN.MELANOCYTE,17,intronic
rs2301888,OTHR.MMRY.STEM,17,intronic
rs2301888,PANC.BODY.PANCREAS,18,intronic
rs2301888,PANC.BODY.PANCREAS,18,intronic
rs2301888,PANC.BODY.PANCREAS,18,intronic
rs2301888,PANC.BODY.PANCREAS,18,intronic
rs2301888,PANC.EMB.ISLT.PREC,18,intronic
rs2301888,PANC.PANCREAS,18,intronic
rs2301888,PANC.PANCREAS,17,intronic
rs2301888,PCTA.AMNION,18,intronic
rs2301888,PCTA.AMNION.STEM,18,intronic
rs2301888,PCTA.CHORION,6,intronic
rs2301888,PCTA.CHORION,17,intronic
rs2301888,PCTA.CHORION,17,intronic
rs2301888,PCTA.CHORIONIC.VILL,17,intronic
rs2301888,PCTA.CHORIONIC.VILL,17,intronic
rs2301888,PCTA.CHORIONIC.VILL,18,intronic
rs2301888,PCTA.CHORIONIC.VILL,17,intronic
rs2301888,PCTA.PLACENTA,18,intronic
rs2301888,PCTA.PLACENTA,17,intronic
rs2301888,PCTA.PLACENTA,18,intronic
rs2301888,PCTA.PLACENTA,18,intronic
rs2301888,PCTA.PLACENTA,6,intronic
rs2301888,PCTA.PLACENTA,18,intronic
rs2301888,PCTA.PLACENTA,18,intronic
rs2301888,PCTA.PLACENTA,17,intronic
rs2301888,PCTA.PLACENTA,18,intronic
rs2301888,PCTA.PLACENTA,17,intronic
rs2301888,PCTA.PLACENTA,18,intronic
rs2301888,PCTA.PLACENTA,18,intronic
rs2301888,PCTA.PLACENTA,11,intronic
rs2301888,PCTA.PLACENTA,17,intronic
rs2301888,PCTA.TROPHOBLAST,18,intronic
rs2301888,PNS.SPINAL.CRD,18,intronic
rs2301888,PNS.SPINAL.CRD,17,intronic
rs2301888,PNS.SPINAL.CRD,18,intronic
rs2301888,PNS.SPINAL.CRD,17,intronic
rs2301888,PNS.SPINAL.CRD,18,intronic
rs2301888,PNS.SPINAL.CRD,18,intronic
rs2301888,PNS.SPINAL.CRD,17,intronic
rs2301888,REPR.PROSTATE.GLD,17,intronic
rs2301888,REPR.PROSTATE.GLD,18,intronic
rs2301888,SMTH.BRN.VASC.SMTH.MUSC,17,intronic
rs2301888,SMTH.COLON.MUSCLE,17,intronic
rs2301888,SMTH.COLON.MUSCLE,18,intronic
rs2301888,SMTH.DUOD.MUSCLE,17,intronic
rs2301888,SMTH.DUOD.MUSCLE,17,intronic
rs2301888,SMTH.RECT.MUSCLE,17,intronic
rs2301888,SPLN.EMB.SPLEEN,17,intronic
rs2301888,SPLN.SPLEEN,18,intronic
rs2301888,SPLN.SPLEEN,17,intronic
rs2301888,SPLN.SPLEEN,5,intronic
rs2301888,SPLN.SPLEEN,17,intronic
rs2301888,SPLN.SPLEEN,18,intronic
rs2301888,STRM.AORTA.FIBR,17,intronic
rs2301888,STRM.BREAST.FIBR,17,intronic
rs2301888,STRM.BREAST.FIBR,17,intronic
rs2301888,STRM.BRN.PERICYTE,17,intronic
rs2301888,STRM.CARDIAC.FIBR,17,intronic
rs2301888,STRM.CARDIAC.FIBR,17,intronic
rs2301888,STRM.DERMIS.FIBR,18,intronic
rs2301888,STRM.DERMIS.FIBR,17,intronic
rs2301888,STRM.DERMIS.FIBR,17,intronic
rs2301888,STRM.EMB.CARDIAC.FIBR,17,intronic
rs2301888,STRM.EMB.LUNG.FIBR,17,intronic
rs2301888,STRM.EMB.LUNG.FIBR,16,intronic
rs2301888,STRM.EMB.SKIN.FIBR,17,intronic
rs2301888,STRM.EMB.SKIN.FIBR,17,intronic
rs2301888,STRM.EMB.SKIN.FIBR,17,intronic
rs2301888,STRM.EYE.CJCT.FIBR,17,intronic
rs2301888,STRM.FRSKN.FIBR,16,intronic
rs2301888,STRM.FRSKN.FIBR,17,intronic
rs2301888,STRM.GINGVL.FIBR,17,intronic
rs2301888,STRM.GINGVL.FIBR,17,intronic
rs2301888,STRM.LUNG.FIBR,18,intronic
rs2301888,STRM.LUNG.FIBR,17,intronic
rs2301888,STRM.LUNG.FIBR,17,intronic
rs2301888,STRM.LUNG.FIBR,17,intronic
rs2301888,STRM.LUNG.PULM.ATY.FIBR,17,intronic
rs2301888,STRM.MMRY.FIBR,16,intronic
rs2301888,STRM.PERID.LIG.FIBR,17,intronic
rs2301888,STRM.SKIN.FIBR,17,intronic
rs2301888,STRM.SKIN.FIBR,17,intronic
rs2301888,STRM.SKIN.FIBR,17,intronic
rs2301888,STRM.SKIN.FIBR,17,intronic
rs2301888,STRM.SKIN.FIBR,17,intronic
rs2301888,STRM.SKIN.FIBR,18,intronic
rs2301888,STRM.SKIN.FIBR,18,intronic
rs2301888,STRM.SKIN.FIBR,18,intronic
rs2301888,STRM.SKIN.FIBR,18,intronic
rs2301888,STRM.SKIN.FIBR,17,intronic
rs2301888,STRM.SKIN.FIBR,18,intronic
rs2301888,STRM.SKIN.FIBR,17,intronic
rs2301888,STRM.VILL.MESENCH.FIBR,17,intronic
rs4920595,AD.FATPAD,18,intronic
rs4920595,AD.FATPAD,18,intronic
rs4920595,ADIP.ADCYTE,18,intronic
rs4920595,ADIP.TISSUE,13,intronic
rs4920595,BLD.CD4T,18,intronic
rs4920595,BLD.CD4T,13,intronic
rs4920595,BLD.CD4T,18,intronic
rs4920595,BLD.CD4T,18,intronic
rs4920595,BLD.CD4T,17,intronic
rs4920595,BLD.CD4T,18,intronic
rs4920595,BLD.CD4T,18,intronic
rs4920595,BLD.CD4T,18,intronic
rs4920595,BLD.CD4T,18,intronic
rs4920595,BLD.CD8T,18,intronic
rs4920595,BLD.CD8T,18,intronic
rs4920595,BLD.CD8T,18,intronic
rs4920595,BLD.CD8T,18,intronic
rs4920595,BLD.CD8T,18,intronic
rs4920595,BLD.CD8T,17,intronic
rs4920595,BLD.CD8T,17,intronic
rs4920595,BLD.MONONUC,6,intronic
rs4920595,BLD.MONONUC,18,intronic
rs4920595,BLD.MONONUC,18,intronic
rs4920595,BLD.MONONUC,6,intronic
rs4920595,BLD.MONONUC,18,intronic
rs4920595,BLD.MONONUC,18,intronic
rs4920595,BLD.NAIVET,18,intronic
rs4920595,BLD.NAIVET,17,intronic
rs4920595,BLD.NAIVET,18,intronic
rs4920595,BLD.TREG,18,intronic
rs4920595,BLD.TREG,18,intronic
rs4920595,BLD.TREG,18,intronic
rs4920595,BONE.EMB.ARM,18,intronic
rs4920595,BONE.EMB.FEMUR,18,intronic
rs4920595,BONE.EMB.LEG,18,intronic
rs4920595,BONE.MRW,18,intronic
rs4920595,BONE.OSTBLAST,16,intronic
rs4920595,BRN.AG,18,intronic
rs4920595,BRN.AG,18,intronic
rs4920595,BRN.AMM,18,intronic
rs4920595,BRN.AST,17,intronic
rs4920595,BRN.AST.CRBLLM,17,intronic
rs4920595,BRN.AST.HPC,17,intronic
rs4920595,BRN.AST.SPCORD,17,intronic
rs4920595,BRN.CAUD.NUC,18,intronic
rs4920595,BRN.CAUD.NUC,18,intronic
rs4920595,BRN.CAUD.NUC,17,intronic
rs4920595,BRN.CBR.CTX,18,intronic
rs4920595,BRN.CING.GYR,17,intronic
rs4920595,BRN.CING.GYR,17,intronic
rs4920595,BRN.CRBLLM,18,intronic
rs4920595,BRN.CRBLLM,17,intronic
rs4920595,BRN.EMB.BRN,17,intronic
rs4920595,BRN.EMB.BRN,18,intronic
rs4920595,BRN.EMB.BRN,18,intronic
rs4920595,BRN.EMB.BRN,18,intronic
rs4920595,BRN.EMB.BRN,18,intronic
rs4920595,BRN.EMB.BRN,18,intronic
rs4920595,BRN.EMB.BRN,17,intronic
rs4920595,BRN.EMB.BRN,18,intronic
rs4920595,BRN.EMB.BRN,17,intronic
rs4920595,BRN.EMB.BRN,18,intronic
rs4920595,BRN.EMB.BRN,18,intronic
rs4920595,BRN.EMB.BRN,18,intronic
rs4920595,BRN.EMB.BRN,18,intronic
rs4920595,BRN.EMB.BRN,18,intronic
rs4920595,BRN.EMB.BRN,17,intronic
rs4920595,BRN.EMB.BRN,18,intronic
rs4920595,BRN.EMB.GERM.MTX,17,intronic
rs4920595,BRN.FTL.CTX,18,intronic
rs4920595,BRN.FTL.CTX,18,intronic
rs4920595,BRN.GLOB.PD,18,intronic
rs4920595,BRN.HPC,17,intronic
rs4920595,BRN.HPC,18,intronic
rs4920595,BRN.HPC,17,intronic
rs4920595,BRN.INF.PAR.CTX,17,intronic
rs4920595,BRN.MED.OBL,18,intronic
rs4920595,BRN.MID.FTL,18,intronic
rs4920595,BRN.MID.FTL,18,intronic
rs4920595,BRN.MID.FTL.GYR,18,intronic
rs4920595,BRN.MIDBRN,17,intronic
rs4920595,BRN.OCC.LB,18,intronic
rs4920595,BRN.PONS,18,intronic
rs4920595,BRN.PTMN,18,intronic
rs4920595,CA.ACC.ACC112,17,intronic
rs4920595,CA.ALL.DND41,17,intronic
rs4920595,CA.ALL.KOPTK1,13,intronic
rs4920595,CA.ALL.LOUCY,18,intronic
rs4920595,CA.APL.HL60,17,intronic
rs4920595,CA.APL.NB4,18,intronic
rs4920595,CA.BCL.DOHH2,17,intronic
rs4920595,CA.BCL.KARPAS422,18,intronic
rs4920595,CA.BCL.OCILY1,17,intronic
rs4920595,CA.BCL.OCILY3,17,intronic
rs4920595,CA.BCL.OCILY7,18,intronic
rs4920595,CA.BKTL.NAMALWA,18,intronic
rs4920595,CA.BKTL.NAMALWA,18,intronic
rs4920595,CA.BRCA.MCF7,18,intronic
rs4920595,CA.BRCA.MCF7,18,intronic
rs4920595,CA.BRCA.MCF7,18,intronic
rs4920595,CA.BRCA.MCF7,18,intronic
rs4920595,CA.BRCA.MCF7,18,intronic
rs4920595,CA.CCRCC.CAKI1,18,intronic
rs4920595,CA.CRC.CACO2,18,intronic
rs4920595,CA.CRC.HCT116,18,intronic
rs4920595,CA.CRC.HT29,18,intronic
rs4920595,CA.CRC.LOVO,18,intronic
rs4920595,CA.CRC.RKO,18,intronic
rs4920595,CA.CVX.HELAS3,18,intronic
rs4920595,CA.CVX.HELAS3,18,intronic
rs4920595,CA.CVX.HELAS3.G1B,18,intronic
rs4920595,CA.DESM.MEDBM.DAOY,18,intronic
rs4920595,CA.EWINGSC.A673,17,intronic
rs4920595,CA.FIBROSC.HT1080,18,intronic
rs4920595,CA.GLIOBM.A172,18,intronic
rs4920595,CA.GLIOBM.H54,18,intronic
rs4920595,CA.GLIOBM.M059J,18,intronic
rs4920595,CA.HAPLOID.ML.HAP1,18,intronic
rs4920595,CA.HCC.HEPG2,17,intronic
rs4920595,CA.HCC.HUH7,18,intronic
rs4920595,CA.HCC.HUH75,18,intronic
rs4920595,CA.LUAD.PC9,18,intronic
rs4920595,CA.LUEPITH.A549,18,intronic
rs4920595,CA.LUEPITH.A549,18,intronic
rs4920595,CA.LUEPITH.A549,18,intronic
rs4920595,CA.LUEPITH.A549,18,intronic
rs4920595,CA.LUEPITH.A549,18,intronic
rs4920595,CA.LUEPITH.A549,18,intronic
rs4920595,CA.LUEPITH.A549,18,intronic
rs4920595,CA.LUEPITH.A549,18,intronic
rs4920595,CA.LUEPITH.A549,18,intronic
rs4920595,CA.LUEPITH.A549,18,intronic
rs4920595,CA.LUEPITH.A549,18,intronic
rs4920595,CA.LUEPITH.A549,18,intronic
rs4920595,CA.LUEPITH.A549,18,intronic
rs4920595,CA.LUEPITH.A549,18,intronic
rs4920595,CA.LUEPITH.A549,18,intronic
rs4920595,CA.LUEPITH.A549,18,intronic
rs4920595,CA.LUEPITH.A549,18,intronic
rs4920595,CA.LUEPITH.A549,18,intronic
rs4920595,CA.MEDBM,18,intronic
rs4920595,CA.MELAN.COLO829,18,intronic
rs4920595,CA.MELAN.RPMI7951,17,intronic
rs4920595,CA.MELAN.SKMEL5,18,intronic
rs4920595,CA.ML.CMK,17,intronic
rs4920595,CA.ML.K562,17,intronic
rs4920595,CA.ML.K562,17,intronic
rs4920595,CA.ML.K562,17,intronic
rs4920595,CA.ML.K562,17,intronic
rs4920595,CA.ML.K562.G1,17,intronic
rs4920595,CA.ML.K562.G2,17,intronic
rs4920595,CA.ML.KBM7,18,intronic
rs4920595,CA.MYELOMA.KMS11,17,intronic
rs4920595,CA.MYELOMA.MM1S,16,intronic
rs4920595,CA.MYELOMA.NCIH929,17,intronic
rs4920595,CA.MYELOMA.PC.RPMI8226,17,intronic
rs4920595,CA.NEUROBM.BE2C,18,intronic
rs4920595,CA.NEUROBM.SKNDSH,17,intronic
rs4920595,CA.NEUROBM.SKNDSH,17,intronic
rs4920595,CA.NEUROBM.SKNDZ,18,intronic
rs4920595,CA.NEUROBM.SKNDZ,18,intronic
rs4920595,CA.NEUROEPTH.SKNDMC,18,intronic
rs4920595,CA.NEUROGLIOMA.h4,17,intronic
rs4920595,CA.NSCLC.NCIH460,18,intronic
rs4920595,CA.OSTSARC.MG63,18,intronic
rs4920595,CA.OSTSARC.SJSA1,18,intronic
rs4920595,CA.PAAD.8988T,18,intronic
rs4920595,CA.PANC.DUCT.EPITH.PANC1,18,intronic
rs4920595,CA.PRAD.C42B,18,intronic
rs4920595,CA.PRAD.EPITH.22RV1,18,intronic
rs4920595,CA.PRAD.EPITH.22RV1,18,intronic
rs4920595,CA.PRAD.LNCAP,18,intronic
rs4920595,CA.PRAD.LNCAP,18,intronic
rs4920595,CA.PRAD.PC3,18,intronic
rs4920595,CA.PTHC,18,intronic
rs4920595,CA.PTHC,18,intronic
rs4920595,CA.RCC,18,intronic
rs4920595,CA.RCC.ACHN,18,intronic
rs4920595,CA.RCC.RCC7860,18,intronic
rs4920595,CA.RMS.SJCRH30,18,intronic
rs4920595,CA.RTK.RHABOID.G401,18,intronic
rs4920595,CA.SCC.NCIH226,17,intronic
rs4920595,CA.TSTC.NT2D1,13,intronic
rs4920595,CA.UCEC.ISHIKAWA,18,intronic
rs4920595,CA.UCEC.ISHIKAWA,18,intronic
rs4920595,CA.UCEC.ISHIKAWA,18,intronic
rs4920595,EDCR.ADRENAL.GLD,13,intronic
rs4920595,EDCR.ADRENAL.GLD,18,intronic
rs4920595,EDCR.ADRENAL.GLD,18,intronic
rs4920595,EDCR.ADRENAL.GLD,18,intronic
rs4920595,EDCR.ADRENAL.GLD,18,intronic
rs4920595,EDCR.ADRENAL.GLD,18,intronic
rs4920595,EDCR.EMB.ADRENAL.GLD,18,intronic
rs4920595,EDCR.EMB.ADRENAL.GLD,18,intronic
rs4920595,EDCR.EMB.ADRENAL.GLD,18,intronic
rs4920595,EDCR.EMB.ADRENAL.GLD,18,intronic
rs4920595,EDCR.EMB.ADRENAL.GLD,18,intronic
rs4920595,EDCR.EMB.ADRENAL.GLD,17,intronic
rs4920595,EDCR.EMB.ADRENAL.GLD,18,intronic
rs4920595,EDCR.EMB.ADRENAL.GLD,17,intronic
rs4920595,EDCR.ENDOC.PANC,18,intronic
rs4920595,EDCR.ENDOC.PANC,18,intronic
rs4920595,EDCR.ENDOC.PANC,18,intronic
rs4920595,EDCR.ENDOC.PANC,13,intronic
rs4920595,EDCR.REPR.EMB.OVARY,18,intronic
rs4920595,EDCR.REPR.OVARY,18,intronic
rs4920595,EDCR.REPR.OVARY,18,intronic
rs4920595,EDCR.REPR.OVARY,18,intronic
rs4920595,EDTH.BRN.MICV.ENDOTH,17,intronic
rs4920595,EDTH.DERM.BLD.VES.ENDOTH,18,intronic
rs4920595,EDTH.DERM.BLD.VES.ENDOTH,18,intronic
rs4920595,EDTH.DERM.LYMPH.VES.ENDOTH,18,intronic
rs4920595,EDTH.DERM.LYMPH.VES.ENDOTH,18,intronic
rs4920595,EDTH.EMB.KDNY.CAP.ENDOTH,18,intronic
rs4920595,EDTH.GLOM.ENDOTH,18,intronic
rs4920595,EDTH.LNG.ART.ENDOTH,18,intronic
rs4920595,EDTH.LNG.MICV.ENDOTH,18,intronic
rs4920595,EDTH.UBM.VEIN.ENDOTH,17,intronic
rs4920595,EDTH.UBM.VEIN.ENDOTH,17,intronic
rs4920595,EPTH.AMNION.EPITH,18,intronic
